"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","campaign","pdays","previous","poutcome","cons.price.idx","cons.conf.idx","nr.employed","y"
"28423",50,"blue-collar","married","high.school","no","no","no","cellular","apr","thu",1,999,0,"nonexistent",93.075,-47.1,5099.1,"0"
"24949",33,"technician","single","university.degree","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",93.2,-42,5195.8,"0"
"29163",35,"services","married","high.school","no","no","no","cellular","apr","fri",1,999,1,"failure",93.075,-47.1,5099.1,"0"
"35266",23,"services","single","high.school","no","yes","no","cellular","may","fri",5,999,0,"nonexistent",92.893,-46.2,5099.1,"0"
"17674",48,"retired","married","basic.4y","no","yes","yes","telephone","jul","mon",17,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"10104",50,"entrepreneur","married","basic.9y","no","yes","no","telephone","jun","thu",1,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"28957",33,"technician","single","high.school","no","no","no","cellular","apr","fri",1,999,0,"nonexistent",93.075,-47.1,5099.1,"1"
"13597",42,"admin.","single","university.degree","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"12564",55,"retired","divorced","high.school","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"15609",34,"blue-collar","married","high.school","no","yes","no","telephone","jul","mon",2,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"17912",55,"blue-collar","single","basic.9y","no","yes","no","cellular","jul","tue",3,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"9975",45,"blue-collar","married","basic.9y","no","no","no","telephone","jun","wed",13,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"17624",57,"retired","single","high.school","no","no","no","cellular","jul","mon",5,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"38341",26,"admin.","single","university.degree","no","no","no","cellular","oct","fri",1,999,0,"nonexistent",92.431,-26.9,5017.5,"1"
"35838",26,"technician","single","university.degree","no","no","no","cellular","may","fri",1,999,1,"failure",92.893,-46.2,5099.1,"1"
"12489",42,"entrepreneur","married","high.school","no","no","no","cellular","jul","mon",1,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"18491",29,"admin.","single","university.degree","no","no","no","cellular","jul","thu",14,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"8940",26,"blue-collar","single","basic.9y","no","yes","no","telephone","jun","thu",2,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"38714",57,"technician","married","professional.course","no","no","no","cellular","nov","tue",1,999,0,"nonexistent",92.649,-30.1,5017.5,"0"
"26071",32,"blue-collar","married","basic.6y","no","yes","no","cellular","nov","wed",2,999,0,"nonexistent",93.2,-42,5195.8,"0"
"20999",31,"housemaid","married","basic.6y","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"4466",29,"services","divorced","high.school","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"0"
"31727",47,"self-employed","married","basic.4y","no","no","no","cellular","may","thu",1,999,0,"nonexistent",92.893,-46.2,5099.1,"0"
"37860",44,"management","married","university.degree","no","yes","no","cellular","aug","fri",2,999,0,"nonexistent",92.201,-31.4,5076.2,"0"
"15944",43,"blue-collar","married","basic.9y","no","yes","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"21901",31,"admin.","single","university.degree","no","yes","no","cellular","aug","wed",2,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"11499",47,"services","married","high.school","no","yes","no","telephone","jun","fri",8,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"7874",44,"blue-collar","married","professional.course","no","no","no","telephone","jun","mon",1,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"40079",72,"retired","married","basic.4y","no","no","yes","cellular","jul","fri",4,8,1,"success",94.215,-40.3,4991.6,"1"
"25401",34,"admin.","married","high.school","no","no","no","cellular","nov","tue",3,999,1,"failure",93.2,-42,5195.8,"0"
"29744",50,"admin.","married","high.school","no","no","no","cellular","apr","mon",2,999,1,"failure",93.075,-47.1,5099.1,"0"
"17381",43,"services","married","basic.6y","no","yes","yes","cellular","jul","mon",1,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"24485",53,"blue-collar","married","basic.9y","no","yes","yes","telephone","nov","mon",1,999,0,"nonexistent",93.2,-42,5195.8,"0"
"40155",50,"management","married","university.degree","no","yes","no","cellular","jul","thu",1,999,0,"nonexistent",94.215,-40.3,4991.6,"1"
"1208",35,"blue-collar","married","basic.9y","no","yes","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"0"
"30439",46,"technician","married","high.school","no","no","no","cellular","may","mon",5,3,1,"success",92.893,-46.2,5099.1,"0"
"5077",30,"technician","single","professional.course","no","no","no","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,5191,"0"
"9291",37,"entrepreneur","married","university.degree","no","yes","no","telephone","jun","fri",2,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"19668",39,"management","married","high.school","no","no","no","cellular","aug","thu",2,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"21654",41,"admin.","divorced","university.degree","no","no","no","cellular","aug","tue",3,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"15921",22,"blue-collar","single","basic.4y","no","yes","no","cellular","jul","mon",2,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"24730",43,"unemployed","married","basic.9y","no","yes","yes","cellular","nov","mon",3,999,0,"nonexistent",93.2,-42,5195.8,"0"
"9052",30,"management","single","university.degree","no","no","no","telephone","jun","thu",7,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"28467",34,"self-employed","single","university.degree","no","yes","no","telephone","apr","tue",6,999,0,"nonexistent",93.075,-47.1,5099.1,"0"
"30291",48,"technician","divorced","university.degree","no","yes","yes","cellular","apr","thu",2,999,0,"nonexistent",93.075,-47.1,5099.1,"0"
"38571",34,"technician","single","university.degree","no","no","no","cellular","oct","thu",1,999,1,"failure",92.431,-26.9,5017.5,"1"
"23492",44,"technician","married","professional.course","no","no","no","cellular","aug","thu",3,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"25603",43,"services","divorced","high.school","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"0"
"33431",26,"services","single","basic.9y","no","yes","no","cellular","may","tue",2,999,1,"failure",92.893,-46.2,5099.1,"0"
"12132",38,"technician","single","university.degree","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"33434",28,"technician","single","basic.9y","no","yes","no","cellular","may","tue",1,999,0,"nonexistent",92.893,-46.2,5099.1,"1"
"2694",58,"housemaid","married","university.degree","no","no","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"0"
"22486",33,"unemployed","married","university.degree","no","yes","yes","cellular","aug","fri",1,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"668",31,"admin.","single","university.degree","no","no","no","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"0"
"38919",58,"self-employed","married","university.degree","no","no","no","cellular","nov","wed",1,999,0,"nonexistent",92.649,-30.1,5017.5,"0"
"2931",23,"services","single","high.school","no","no","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"0"
"9361",38,"management","married","university.degree","no","no","no","telephone","jun","fri",3,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"6260",45,"admin.","divorced","basic.9y","no","no","no","telephone","may","tue",2,999,0,"nonexistent",93.994,-36.4,5191,"0"
"24851",51,"admin.","married","university.degree","no","no","no","cellular","nov","tue",2,1,1,"success",93.2,-42,5195.8,"0"
"25799",38,"entrepreneur","divorced","basic.9y","no","yes","yes","cellular","nov","wed",1,999,0,"nonexistent",93.2,-42,5195.8,"0"
"4884",55,"retired","married","basic.4y","no","yes","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"0"
"17008",35,"services","single","basic.9y","no","yes","no","cellular","jul","thu",2,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"2197",31,"blue-collar","married","basic.6y","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"0"
"28014",30,"admin.","married","university.degree","no","yes","yes","cellular","apr","thu",6,999,0,"nonexistent",93.075,-47.1,5099.1,"0"
"14938",28,"blue-collar","single","basic.9y","no","no","yes","cellular","jul","wed",2,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"5838",37,"technician","married","professional.course","no","yes","no","telephone","may","mon",6,999,0,"nonexistent",93.994,-36.4,5191,"0"
"18372",36,"blue-collar","married","basic.6y","no","yes","no","cellular","jul","thu",16,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"21038",35,"technician","single","professional.course","no","yes","yes","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"34231",29,"blue-collar","married","basic.9y","no","no","no","cellular","may","wed",3,999,0,"nonexistent",92.893,-46.2,5099.1,"0"
"19444",45,"technician","divorced","professional.course","no","no","no","cellular","aug","thu",3,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"4238",41,"entrepreneur","single","university.degree","no","yes","no","telephone","may","tue",1,999,0,"nonexistent",93.994,-36.4,5191,"0"
"17021",54,"retired","single","high.school","no","yes","no","cellular","jul","thu",3,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"38021",78,"technician","married","university.degree","no","yes","no","cellular","sep","wed",1,999,1,"failure",92.379,-29.8,5017.5,"1"
"8332",43,"admin.","divorced","university.degree","no","no","no","telephone","jun","tue",2,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"39568",20,"student","single","high.school","no","yes","yes","cellular","apr","fri",2,999,0,"nonexistent",93.749,-34.6,5008.7,"0"
"23449",41,"technician","married","professional.course","no","no","yes","cellular","aug","wed",2,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"28445",36,"blue-collar","married","basic.4y","no","no","no","cellular","apr","tue",2,999,0,"nonexistent",93.075,-47.1,5099.1,"0"
"20955",49,"admin.","single","high.school","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"9753",41,"blue-collar","married","basic.9y","no","yes","no","telephone","jun","mon",2,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"33558",28,"services","single","high.school","no","yes","no","cellular","may","tue",4,999,0,"nonexistent",92.893,-46.2,5099.1,"0"
"8773",35,"blue-collar","married","basic.4y","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"27727",35,"admin.","married","high.school","no","yes","no","cellular","mar","tue",3,999,0,"nonexistent",92.843,-50,5099.1,"1"
"22465",42,"services","married","high.school","no","no","no","cellular","aug","fri",2,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"4140",52,"management","married","basic.4y","no","no","no","telephone","may","mon",35,999,0,"nonexistent",93.994,-36.4,5191,"0"
"27123",48,"blue-collar","married","basic.4y","no","no","yes","cellular","nov","fri",1,999,1,"failure",93.2,-42,5195.8,"0"
"12663",38,"blue-collar","married","basic.4y","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"36755",29,"admin.","single","high.school","no","yes","yes","cellular","jun","tue",2,999,0,"nonexistent",92.963,-40.8,5076.2,"0"
"14427",45,"blue-collar","single","basic.4y","no","yes","yes","cellular","jul","tue",3,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"3224",45,"self-employed","married","basic.6y","no","no","no","telephone","may","thu",1,999,0,"nonexistent",93.994,-36.4,5191,"1"
"14467",48,"admin.","single","university.degree","no","yes","yes","telephone","jul","tue",4,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"15194",55,"housemaid","divorced","basic.9y","no","no","no","cellular","jul","thu",5,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"5274",50,"technician","married","professional.course","no","yes","no","telephone","may","fri",1,999,0,"nonexistent",93.994,-36.4,5191,"0"
"29677",56,"housemaid","married","basic.4y","no","yes","no","cellular","apr","mon",1,999,0,"nonexistent",93.075,-47.1,5099.1,"1"
"15303",25,"blue-collar","married","basic.4y","no","no","no","cellular","jul","thu",2,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"11534",52,"retired","married","high.school","no","no","no","telephone","jun","fri",2,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"32764",44,"admin.","single","professional.course","no","yes","no","cellular","may","mon",3,999,0,"nonexistent",92.893,-46.2,5099.1,"0"
"34301",29,"services","single","high.school","no","yes","yes","cellular","may","thu",10,999,0,"nonexistent",92.893,-46.2,5099.1,"0"
"3832",32,"services","married","high.school","no","no","no","telephone","may","fri",5,999,0,"nonexistent",93.994,-36.4,5191,"0"
"2111",37,"entrepreneur","single","university.degree","no","yes","no","telephone","may","mon",2,999,0,"nonexistent",93.994,-36.4,5191,"0"
"22777",29,"technician","single","professional.course","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"12441",42,"blue-collar","divorced","basic.9y","no","no","no","cellular","jul","mon",3,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"32335",42,"blue-collar","married","basic.4y","no","no","no","cellular","may","fri",1,999,0,"nonexistent",92.893,-46.2,5099.1,"0"
"23539",31,"admin.","married","university.degree","no","no","no","cellular","aug","thu",8,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"4989",50,"blue-collar","married","basic.4y","no","no","no","telephone","may","wed",3,999,0,"nonexistent",93.994,-36.4,5191,"0"
"35403",41,"management","married","university.degree","no","yes","no","cellular","may","fri",5,999,1,"failure",92.893,-46.2,5099.1,"0"
"8188",33,"admin.","married","high.school","no","yes","no","telephone","jun","tue",1,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"7598",29,"services","married","professional.course","no","yes","no","telephone","may","fri",3,999,0,"nonexistent",93.994,-36.4,5191,"0"
"3353",33,"services","married","high.school","no","yes","no","telephone","may","thu",3,999,0,"nonexistent",93.994,-36.4,5191,"0"
"40910",27,"admin.","single","university.degree","no","no","no","cellular","oct","mon",1,999,0,"nonexistent",94.601,-49.5,4963.6,"1"
"17811",56,"retired","married","university.degree","no","no","no","cellular","jul","tue",3,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"35401",39,"technician","married","professional.course","no","no","no","cellular","may","fri",2,999,0,"nonexistent",92.893,-46.2,5099.1,"0"
"40483",33,"admin.","married","university.degree","no","no","no","cellular","aug","thu",1,999,0,"nonexistent",94.027,-38.3,4991.6,"1"
"35939",54,"admin.","single","university.degree","no","yes","no","cellular","may","mon",1,999,0,"nonexistent",92.893,-46.2,5099.1,"0"
"26861",41,"management","divorced","basic.6y","no","yes","no","cellular","nov","thu",1,999,0,"nonexistent",93.2,-42,5195.8,"0"
"23217",57,"admin.","married","university.degree","no","yes","yes","cellular","aug","tue",4,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"10110",35,"housemaid","married","high.school","no","no","no","telephone","jun","thu",1,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"20145",47,"technician","single","high.school","no","no","no","cellular","aug","mon",1,999,0,"nonexistent",93.444,-36.1,5228.1,"0"
"33892",58,"management","married","basic.4y","no","yes","yes","cellular","may","wed",1,999,1,"failure",92.893,-46.2,5099.1,"0"
"14320",30,"technician","married","professional.course","no","yes","yes","cellular","jul","mon",2,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"6445",37,"blue-collar","divorced","basic.9y","no","no","no","telephone","may","wed",1,999,0,"nonexistent",93.994,-36.4,5191,"0"
"10732",38,"admin.","married","university.degree","no","no","no","telephone","jun","tue",2,999,0,"nonexistent",94.465,-41.8,5228.1,"0"
"24582",39,"management","single","basic.9y","no","yes","no","cellular","nov","mon",3,999,0,"nonexistent",93.2,-42,5195.8,"0"
"35334",37,"technician","single","professional.course","no","yes","no","cellular","may","fri",3,999,0,"nonexistent",92.893,-46.2,5099.1,"0"
"17328",48,"services","married","high.school","no","yes","yes","telephone","jul","mon",5,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"18137",25,"services","single","basic.9y","no","no","yes","cellular","jul","wed",1,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"17998",40,"admin.","single","high.school","no","yes","no","cellular","jul","wed",5,999,0,"nonexistent",93.918,-42.7,5228.1,"0"
"5971",40,"technician","married","basic.9y","no","yes","no","telephone","may","tue",3,999,0,"nonexistent",93.994,-36.4,5191,"0"
